URL Source,Article,Summary
https://www.bbc.com/tamil/india-50109346,தலையில் அட்டைப்பெட்டி அணிந்து கொண்டு தேர்வு எழுத நிர்பந்திக்கப்பட்ட மாணவர்கள்,"கர்நாடகாவில் மேல்நிலைப் பள்ளி ஒன்றில் மாணவர்கள் தேர்வு எழுதும்போது, அவர்களது தலையில் அட்டைப் பெட்டிகளை போட்டுக் கொள்ள உத்தரவிடப்பட்டது. இது எதற்கு தெரியுமா? ஒரு மாணவர், மற்றவரை பார்த்து எழுதக்கூடாது என்பதற்காக."
https://www.bbc.com/tamil/india-55420998,இளையராஜாவுக்கு நீதிமன்றம் நிபந்தனை: பிரசாத் ஸ்டூடியோவுடன் பேச்சு நடத்த உத்தரவு,பிரசாத் ஸ்டூடியோவில் இருந்து தன்னை வெளியேற்றியதை எதிர்த்தும் தியானம் செய்ய ஒரு நாள் அனுமதிக்கோரியும் இளையராஜ சென்னை உயர்நீதிமன்றத்தில் வழக்கு தொடர்ந்திருந்தார். இந்த வழக்கு நீதிபதி சதீஷ்குமார் முன்பாக கடந்த 4 நாட்களாக விசாரணை நடைபெற்றது.
https://www.bbc.com/tamil/india-55159302,முன்னாள் நீதிபதி சி.எஸ். கர்ணன் சென்னையில் கைது - தொடரும் சர்ச்சை வரலாறு,"உச்ச நீதிமன்றம் மற்றும் உயர் நீதிமன்ற நீதிபதிகள், அவர்களின் குடும்பத்தினர் தொடர்பாக அவதூறு காணொளியை வெளியிட்ட விவகாரத்தில் ஓய்வு பெற்ற நீதிபதி சி.எஸ். கர்ணனை சென்னை மத்திய குற்றப்பிரிவு காவல்துறையின் சைபர் கிரைம் பிரிவினர் கைது செய்துள்ளனர்."
https://www.bbc.com/tamil/india-55121484,'பொதிகை தொலைக்காட்சியில் சமஸ்கிருத செய்தி ஒரு மொழித் திணிப்பு' - திமுக தலைவர் மு.க. ஸ்டாலின்,"சமஸ்கிருதச் செய்தித் தொகுப்பை மாநில மொழித் தொலைக்காட்சிகள் ஒளிபரப்ப, தூர்தர்ஷன் தலைமை அலுவலகத்திலிருந்து அனைத்து மண்டலத் தொலைக்காட்சி நிலைய அதிகாரிகளுக்கும் சுற்றறிக்கை அனுப்பப்பட்டுள்ளதாக குற்றம்சாட்டியுள்ள திமுக தலைவர் மு.க. ஸ்டாலின், அந்த அறிக்கை மொழித் திணிப்புக்கான முயற்சி என விமர்சித்து கண்டனம் தெரிவித்துள்ளார்."
https://www.bbc.com/tamil/global-50828992,மலேசிய உச்சி மாநாட்டில் பங்கேற்காத இம்ரான்கான்: சௌதி அரேபியாவின் நிர்பந்தம் காரணமா?,"இஸ்லாமிய நாடுகளை ஒருங்கிணைக்கும் வகையில் மலேசிய அரசு ஏற்பாடு செய்துள்ள உச்சி மாநாட்டில், பாகிஸ்தான் பிரதமர் இம்ரான்கான் பங்கேற்காதது பரபரப்பையும் புது விவாதத்தையும் ஏற்படுத்தி உள்ளது."
https://www.bbc.com/tamil/arts-and-culture-53043727,சுஷாந்த் சிங் ராஜ்புத்: திரைத்துறையில் நுழைந்தது முதல் இறப்பு வரை,"நீங்கள் மிகவும் உன்னிப்பாக கவனித்திருந்தாலோ அல்லது நல்ல நினைவாற்றல் கொண்டிருந்தாலோ, 2006ஆம் ஆண்டு நடந்த காமன்வெல்த் போட்டியின் தொடக்க விழாவில் இந்திய அணியின் நடன நிகழ்ச்சி உங்கள் நினைவுக்கு வரலாம். அரங்கத்தில் நடுநாயகமாக ஐஸ்வர்யா ராய் நடனமாட அவரை சுற்றி பல நடனக் கலைஞர்கள் தங்கள் திறமையை காட்டிக் கொண்டிருந்தனர்."
https://www.bbc.com/tamil/global-45255011,"ஒரு தீவு, ஆயிரக்கணக்கான அகதிகள், ஒரு பட்டினி போராட்டம் - பசிபிக் பெருங்கடல் சோகம்",கடந்த சில மணி நேரங்களில் நடந்த முக்கிய உலக நிகழ்வுகள் சிலவற்றை உலகப்பார்வை பகுதியில் தொகுத்து வழங்குகிறோம். பட்டினி போராட்டம்
https://www.bbc.com/tamil/sri-lanka-54663053,இலங்கை 20ஆவது திருத்தம்: ஆதரவாக வாக்களித்த தமிழ் எம்.பி மீது நடவடிக்கை,"இலங்கை நாடாளுமன்றத்தில் அரசியலமைப்பின் 20ஆவது திருத்தம், மூன்றில் இரண்டுக்கும் அதிகமான பெரும்பான்மை வாக்குகளால் நிறைவேற்றப்பட்ட நிலையில், அதற்கு எதிர்கட்சியினரும் ஆதரவாக வாக்களித்திருக்கும் தகவல் தெரிய வந்துள்ளது."
https://www.bbc.com/tamil/global-40533040,அமெரிக்க கொடியின் மீது சிறுநீர் கழித்த பெண்ணுக்கு பாலியல் மிரட்டல்,"அமெரிக்க தேசியகொடியின் மீது சிறுநீர் கழித்த காணொளி பதிவை பகிர்ந்து கொண்ட பெண்ணொருவர், அவரது குடும்பத்தினரை குறிவைப்பதை நிறுத்த வேண்டும் என்று கேட்டுக் கொண்டுள்ளார்."
https://www.bbc.com/tamil/global-47668077,நியூசிலாந்து மசூதி தாக்குதலில் உயிரிழந்தவர்களின் மனதை உருக்கும் கதைகள்,"கடந்த வாரம் வெள்ளிக்கிழமை, நியூசிலாந்தில் கிரைஸ்ட்சர்ச் நகரத்திலுள்ள இருவேறு மாசூதிகளில் தொழுகையில் ஈடுபட்டுக்கொண்டிருந்தவர்கள் மீது துப்பாக்கிதாரி ஒருவர் நடத்திய தாக்குதலில் 50 பேர் உயிரிழந்தனர்."
https://www.bbc.com/tamil/global-55091929,ஆன்லைன் செக்ஸ் மன்னனுக்கு 40 ஆண்டுகள் சிறை - தென் கொரியா நீதிமன்றம் தீர்ப்பு,"( உலக அளவில் இன்றைய நாளில் நடந்த முக்கய செய்திகளின் சுருக்கத்தை இந்த பக்கத்தில் வழங்குகிறோம். ) தென் கொரியாவை சேர்ந்த, சோ ச்சூ பின் என்கிற 25 வயது பட்டதாரி இளைஞர், பல பேரை மிரட்டி அந்தரங்க வீடியோ பதிவுகளை எடுத்து இருக்கிறார். அவருக்கு 40 ஆண்டுகளுக்கு அந்நாட்டு நீதிமன்றம் சிறை தண்டனை விதித்து தீர்ப்பளித்துள்ளது."
https://www.bbc.com/tamil/india-51314090,"""5, 8ம் வகுப்புகளுக்கு பொதுத்தேர்வு நடத்தினால் மன அழுத்தம், இடைநிற்றல் அதிகரிக்கும்""","தமிழக அரசு அறிமுகப்படுத்தியுள்ள 5 மற்றும் 8 ஆம் வகுப்பு மாணவர்களுக்கு பொதுத்தேர்வு முறை மாணவர்களுக்கும், பெற்றோர்களுக்கும் மன அழுத்தத்தை ஏற்படுத்துவதாக பல தரப்புகளில் இருந்தும் கருத்து தெரிவிக்கப்படுகிறது."
https://www.bbc.com/tamil/global-54327021,டிரம்ப் வரி ஏய்ப்பில் ஈடுபட்டாரா? ரூ. 55 ஆயிரம் மட்டுமே செலுத்தியதாக நியூயார்க் டைம்ஸ் வெளியிட்ட செய்தியால் சர்ச்சை,"அமெரிக்க அதிபர் டொனால்ட் டிரம்ப் கடந்த 2016 மற்றும் 2017ஆம் ஆண்டில் 750 டாலர்கள், அதாவது இந்திய மதிப்பில் ஆண்டொன்றுக்கு வெறும் 55 ஆயிரம் ரூபாய் மட்டுமே வருமானவரி செலுத்தியதாக நியூயார்க் டைம்ஸ் நாளிதழ் செய்தி வெளியிட்டுள்ளது."
https://www.bbc.com/tamil/india-49089573,குமாரசாமி ராஜிநாமா: கர்நாடக சட்டப்பேரவை நம்பிக்கை வாக்கெடுப்பில் அரசு தோல்வி,"கர்நாடக சட்டப்பேரவையில் நடந்த நம்பிக்கை வாக்கெடுப்பில் மாநில அரசு தோல்வியடைந்ததையடுத்து, முதல்வர் குமாரசாமி தனது பதவியை ராஜிநாமா செய்தார்."
https://www.bbc.com/tamil/arts-and-culture-52058917,"நடிகர் சேதுராமன் மரணம் - ""நீ திரும்பி வர மாட்டாயா..."" - திரைப்பட நடிகர் சேது மாரடைப்பில் மரணம்","தமிழ்த் திரைப்பட நடிகரும், மருத்துவருமான சேதுராமன் நேற்று (வியாழக்கிழமை) இரவு மாரடைப்பு காரணமாக மரணம் அடைந்தார். இவருக்கு வயது 36."
https://www.bbc.com/tamil/sri-lanka-48012615,இலங்கை குண்டுவெடிப்பில் உச்சரிக்கப்படும் தேசிய தவ்ஹீத் ஜமாத் - யார் இவர்கள்?,கடந்த சில ஆண்டுகளில் நடந்த மோசமான வன்முறையாக ஞாயிறன்று நடந்த இலங்கை குண்டுவெடிப்பு தாக்குதல்கள் கருதப்படுகின்றன.
https://www.bbc.com/tamil/global-40869047,தெற்காசிய பின்னணியுடைய பிரிட்டன் பெண்கள் புற்றுநோயை மறைத்து வாழ்வது ஏன்?,"புற்றுநோயை பற்றி சமூகத்தில் நிலவும் களங்கமான முத்திரையால், தெற்காசிய பின்னணியுடைய பல பிரிட்டன் மற்றும் ஐக்கிய ராஜ்ஜிய பெண்கள் தங்களுக்கு இருக்கும் புற்றுநோயை யாருக்கும் தெரியாமல் மறைத்து வாழ்வது பிபிசிக்கு தெரிய வந்துள்ளது."
https://www.bbc.com/tamil/global-52094136,கொரோனா வைரஸ்: வளைகுடா நாடுகளில் விதிக்கப்பட்டுள்ள கட்டுப்பாடுகள் என்னென்ன?,"உலகம் முழுக்க அச்சுறுத்தலை ஏற்படுத்தியுள்ள கொரோனா வைரஸின் தாக்கம், எண்ணெய் வளம் அதிகமுள்ள வளைகுடா நாடுகளையும் விட்டு வைக்கவில்லை. வளைகுடா நாடுகளில் அதிக அளவில் வெளிநாட்டுப் பணியாளர்கள் வேலை செய்து வருவதால், அந்த நாடுகளில் கொரோனா வைரஸின் தாக்கம் எப்படி உள்ளது? என்பதை அறிந்து கொள்ள மக்கள் தனிக்கவனம் செலுத்தி வருகின்றனர்."
https://www.bbc.com/tamil/india-51966843,நிர்பயா பாலியல் வல்லுறவு: குற்றவாளிகள் தூக்கிலிடப்பட்டதால் பெண்களின் பாதுகாப்புக்கு உத்தரவாதம் கிடைக்குமா?,"பலியான இளம்பெண், `அச்சமற்றவர்' என பொருள்படும் வகையில் நிர்பயா என கூறப்படுகிறார். ஆனால் உண்மையில் பெரும்பாலான பெண்கள் அப்படி உணரவில்லை."
https://www.bbc.com/tamil/india-50762889,"அபிராமி: மலைவாழ், கிராம மக்களுக்கு மருத்துவ சேவை கிடைக்க போராடும் பெண்ணின் கதை #iamthechange",(Be the Change என்றார் காந்தி. Iam the Change என்கிறார்கள் இவர்கள். ஒன்று மற்ற ஒரு வெளியிலிருந்து சுயம்புவாக எழுந்து வந்து எல்லோருக்குமான உந்துதலாக மாறி நிற்கும் நம்பிக்கை மனுசிகளின் கதைகளை பிபிசி தமிழ் தொகுத்துள்ளது. அதன் 18வது அத்தியாயம் இது.)
https://www.bbc.com/tamil/global-43425730,உலகப் பார்வை: விவாகரத்து கோருகிறார் டிரம்பின் மூத்த மருமகள்,கடந்த சில மணி நேரங்களில் நடந்துள்ள முக்கிய உலக நிகழ்வுகளை உலகப்பார்வை பகுதியில் தொகுத்தளிக்கிறோம். விவாகரத்து கோருகிறார் டிரம்பின் மூத்த மருமகள்
https://www.bbc.com/tamil/sri-lanka-48319840,மே 18: இலங்கை உள்நாட்டுப் போருக்குப் பின் முள்வேலி முகாமில் வாழ்க்கையை தொலைத்து இன்றும் போராடும் ஜெயவனிதா,"இலங்கையில் இடம்பெற்ற உள்நாட்டு யுத்தத்தினால் பாதிக்கப்பட்டு நிர்க்கதிக்குள்ளான பெரும்பாலான தமிழர்கள், அகதி முகாம்களில் தடுத்து வைக்கப்பட்ட வரலாறு இன்றும் மறக்க முடியாத நினைவுகளாகவே இருக்கின்றன."
https://www.bbc.com/tamil/global-52816145,"இந்தியப் பெருங்கடல், 16 நாடுகள் - 12,000 கிமீ தூரம்: வியக்க வைக்கும் ஒரு பறவையின் நெடுந்தூர பயணம் மற்றும் பிற செய்திகள்",வியக்கத்தக்க 7500 மைல் பயணத்தை நிறைவு செய்கிறது குயில் இனப் பறவை ஒன்று.
https://www.bbc.com/tamil/global-49246527,காஷ்மீர் குறித்து ஐ.நா.வுக்கு கடிதம் எழுதிய பாகிஸ்தான்: அதில் இருப்பது என்ன? - விரிவான தகவல்கள்,"இந்திய அரசமைப்புச் சட்டத்தின் உறுப்புரை 370ன்கீழ் ஜம்மு காஷ்மீர் மாநிலத்துக்கு வழங்கப்பட்ட சிறப்புரிமை பறிக்கப்பட்டு, அந்த மாநிலத்தை இரண்டாகப் பிரித்து இரண்டையும் யூனியன் பிரதேசங்களாக ஆக்கும் பாஜக அரசின் மசோதாவுக்கு நாடாளுமன்ற மாநிலங்களவை ஒப்புதல் வழங்கியுள்ளது."
https://www.bbc.com/tamil/india-48254223,"’இந்தியாவின் முதல் தீவிரவாதி நாதுராம் கோட்சே’ ஒரு இந்து: கமல்ஹாசன் கருத்து, பாஜக கண்டனம்",சுதந்திர இந்தியாவின் முதல் தீவிரவாதி நாதுராம் கோட்சே என்ற இந்து என மக்கள் நீதி மய்யத்தின் தலைவர் கமல்ஹாசன் பேசியது சர்ச்சையை ஏற்படுத்தியுள்ளது. பாரதீய ஜனதாக் கட்சியினர் இதற்கு கடும் எதிர்வினையாற்றிவருகின்றனர்.
https://www.bbc.com/tamil/sport-40623153,ரோஜர் பெடரர் 8-ஆவது விம்பிள்டன் வரலாறு படைக்க வாய்ப்பு,"இன்று ஞாயிற்றுக்கிழமை லண்டனில் நடைபெறவுள்ள விம்பிள்டன் இறுதிப் போட்டியில் ரோஜர் பெடரர் வெற்றிபெற்றால், விம்பிள்டன் வரலாற்றில் 8 முறை இந்த கோப்பை வென்ற முதல் ஆடவர் என்ற பெருமையைப் பெறுவார்."
https://www.bbc.com/tamil/global-49915961,டிரம்ப் பதவி நீக்க விசாரணை: ஆவேசமடைந்து இழிவான வார்த்தையை பயன்படுத்திய அமெரிக்க அதிபர்,இந்த வாரம் தன் மீதான பதவி நீக்க விசாரணையில் ஆஜராக சட்ட ரீதியிலான அழைப்பாணையை வெள்ளை மாளிகைக்கு அனுப்பப்போவதாக தெரிவித்துள்ள ஜனநாயக கட்சியினர் மீது ஆவேசமடைந்து கடும் வார்த்தைகளை அமெரிக்க அதிபர் டிரம்ப் பயன்படுத்தியுள்ளார்.
https://www.bbc.com/tamil/india-52294838,கொரோனா வைரஸ்: நிவாரணம் வழங்க தனியாருக்கு அனுமதி - தி.மு.க. தொடர்ந்த வழக்கில் நாளை தீர்ப்பு,"நிவாரணப் பணிகளைத் தனியார் அமைப்புகள் வழங்கக்கூடாது என தமிழக அரசு சமீபத்தில் வெளியிட்ட உத்தரவை எதிர்த்து, தி.மு.க. தொடர்ந்த வழக்கில் நாளை தீர்ப்பளிக்கப்படுமென தெரிவிக்கப்பட்டுள்ளது."
https://www.bbc.com/tamil/india-42386385,#வாதம் விவாதம்: ''ஜெயலலிதா பற்றிய உண்மையை ஒருநாள் சொல்லித்தானே ஆக வேண்டும்'',சட்டம் ஒழுங்கு பிரச்சனை ஏற்படக்கூடாது என்பதற்காகத்தான் ஜெயலலிதாவுக்கு காய்ச்சல் என அறிக்கை வெளியிட்டதாக அப்போலோ மருத்துவமனை தலைவர் பிரதாப் ரெட்டி கூறியிருந்தார்.
https://www.bbc.com/tamil/global-49340432,பிரியங்கா சோப்ராவை அமெரிக்க விழாவில் கபடதாரி என விமர்சித்த பாகிஸ்தான் பெண் மற்றும் பிற செய்திகள்,இந்தியா பாகிஸ்தான் இடையே பதற்றமான சூழ்நிலை நிலவி வந்த காலக்கட்டத்தில் போரை ஆதரித்தார் திரைப்பட நடிகை பிரியங்கா சோப்ரா என குற்றச்சாட்டு எழுந்துள்ளது.
https://www.bbc.com/tamil/global-47012323,முடிவுக்கு வரும் அரசு முடக்கம்: தற்காலிக ஒப்பந்தத்தை ஏற்றார் டிரம்ப்,அமெரிக்க வரலாற்றில் மிகவும் வரலாற்றிலேயே நீண்டநாள் நடந்த அரசு முடக்கத்தை தற்காலிகமாக நிறுத்த அரசியல் அழுத்தங்களின் காரணமாக ஒப்புக்கொண்டுள்ளார் அதிபர் டிரம்ப்.
https://www.bbc.com/tamil/arts-and-culture-52227130,கொரோனா வைரஸ் விழிப்புணர்வு பாடல்கள் - சமூக ஊடகத்தை பயன்படுத்தும் சினிமா பிரபலங்கள்,கொரோனா வைரஸ் பரவல் தடுப்பு நடவடிக்கையாக இந்தியா முழுவதும் 21 நாட்கள் ஊரடங்கு உத்தரவு பிறப்பிக்கப்பட்டுள்ளது.
https://www.bbc.com/tamil/global-56424733,கொரோனா தடுப்பூசி மருந்தால் ரத்தம் உறைகிறதா? தீவிரமாகும் சர்ச்சை - திட்டத்தை தொடர ஐரோப்பிய ஒன்றியம் வேண்டுகோள்,ஆக்ஸ்ஃபோர்டு பல்கலைக்கழக தயாரிப்பான ஆஸ்ட்ராசெனீகா தடுப்பூசி மருந்து செலுத்தப்பட்டவர்களுக்கு ரத்த உறைவு அறிகுறிகள் ஏற்படுவதற்கான ஆபத்து கிடையாது என்ற ஆய்வு நிறுவனத்தின் வாதத்தை உறுதிபட நம்புவதாக ஐரோப்பிய ஒன்றிய மருந்து கட்டுப்பாட்டு அமைப்பான ஐரோப்பிய மருந்துவ ஏஜென்ஜி தெரிவித்துள்ளது.
https://www.bbc.com/tamil/india-56649705,உச்சம் தொடும் கொரோனா: என்ன செய்யப் போகிறது இரண்டாவது அலை?,"இந்தியாவில் கொரோனாவால் பாதிக்கப்பட்டவர்களின் எண்ணிக்கை ஒரே நாளில் சுமார் 25 சதவிகிதம் அதிகரித்திருக்கிறது. ஞாயிற்றுக்கிழமையன்று 1.03 லட்சம் பேருக்கு கொரோனா பாதிப்பு கண்டறியப்பட்ட நிலையில், திங்கள்கிழமை 1.26 லட்சம் பேருக்கு புதிதாக பாதிப்பு கண்டறியப்பட்டுள்ளதாக இந்திய சுகாதார அமைச்சகம் தெரிவித்துள்ளது."
https://www.bbc.com/tamil/india-39908525,மனிதர் உணர்ந்து கொள்ள ஒரு மனித நூலகம்: புதுமைத் திட்டம்,புத்தகங்களோடு நீங்கள் உரையாடியுள்ளீர்களா? ஹைதராபாத்தில் உள்ள மனித நூலகம் (ஹியூமன் லைப்ரரி) என்ற அமைப்பு இதை சாத்தியப்படுத்துகிறது.
https://www.bbc.com/tamil/arts-and-culture-39827986,"வாழ்க்கையில் சிங்கிளாக வாழ்வது பலமா, பலவீனமா?",ஓர் உறவுமுறையில் இல்லாமல் தனித்து இருப்பதால் அதிக நன்மைகள் இருப்பதாக கலிஃபோர்னியா பல்கலைக்கழகத்தை சேர்ந்த பெல்லா டிபோலோ என்ற ஆராய்ச்சியாளர் கண்டறிந்துள்ளார்.
https://www.bbc.com/tamil/india-39075805,ஜெயலலிதாவின் மரணம் குறித்து நீதி விசாரணை நடத்த வேண்டும்: ஓ. பன்னீர்செல்வம்,ஜெயலலிதா மருத்துவமனையில் இருந்த காலகட்டம் குறித்து மத்திய அரசின் கண்காணிப்புடன் நீதி விசாரணை நடத்த வேண்டுமென முன்னாள் முதலமைச்சர் ஓ. பன்னீர்செல்வம் கூறியிருக்கிறார்.
https://www.bbc.com/tamil/india-48109331,தலைமை நீதிபதி ரஞ்சன் கோகோய்க்கு எதிராக புகார் அளித்த பெண் விசாரணையில் இருந்து விலகல்,"இந்திய உச்சநீதிமன்ற தலைமை நீதிபதி ரஞ்சன் கோகோய்க்கு எதிராக பாலியல் புகார் கூறிய உச்சநீதிமன்ற முன்னாள் பணியாளர், அதுதொடர்பாக நடந்து வரும் வழக்கு விசாரணையில் இனி பங்கேற்கப் போவதில்லை என்று அறிவித்துள்ளார்."
https://www.bbc.com/tamil/sri-lanka-46030886,"""உடனடியாக நாடாளுமன்றம் கூட்டப்பட வேண்டும்"" இலங்கை அதிபருக்கு சபாநாயகர் கடிதம்","இலங்கையில் ஜனநாயகத்தை உறுதிசெய்வதற்காக உடனடியாக நாடாளுமன்றம் கூட்டப்பட வேண்டும் என சபாநாயகர் கரு ஜயசூரிய, ஜனாதிபதி மைத்திரிபால சிறிசேனவிற்கு கடிதம் எழுதியுள்ளார்."
https://www.bbc.com/tamil/global-45239607,குழந்தை பெற்றெடுக்க சைக்கிளில் மருத்துவமனை சென்ற நியூசிலாந்து அமைச்சர்,"42 வார கர்ப்பிணியான நியூசிலாந்தின் பெண்களுக்கான மத்திய அமைச்சர், குழந்தையை பெற்றெடுப்பதற்கு தானே மிதிவண்டியை ஓட்டிக்கொண்டு மருத்துவமனைக்கு சென்ற சம்பவம் ஆச்சர்யத்தை உண்டாக்கியுள்ளது."
https://www.bbc.com/tamil/arts-and-culture-42276889,சினிமா விமர்சனம்: சத்யா,"கடந்த ஆண்டு துவக்கத்தில் தெலுங்கில் ரவிகாந்த் பெரெபு இயக்கத்தில் வெளியான 'க்ஷணம்' படத்தின் ரீமேக். க்ஷணம், தெலுங்கில் பெரும் வெற்றிபெற்றதோடு, விமர்சன ரீதியாகவும் பாராட்டுக்களைப் பெற்றது. ஆகையால், திரைக்கதையில் எந்த மாற்றத்தையும் செய்யாமல் அப்படியே ரீ மேக் செய்திருக்கிறார்கள்."
https://www.bbc.com/tamil/india-55116744,"ஜோ பைடன் 1.0, ஒபாமா 3.0 ஆக இருக்குமா? எதிர் நிற்கும் சவால்கள் என்ன?","'அமெரிக்கா இஸ் பேக்' (பழையபடி திரும்பியது அமெரிக்கா) - அமெரிக்க அதிபர் பதவிக்கு தகுதி பெறும் கட்டம் வந்தபோது, ஜோ பைடன் அந்நாட்டு மக்களுக்கு ஆற்றிய முதல் வெற்றி உரையின்போது இப்படித் தான் முழக்கமிட்டார்."
https://www.bbc.com/tamil/science-48190901,எம்.எஸ்.வேர்ட் பயன்படுத்துகிறீர்களா? - உங்களுக்கு ஒரு நற்செய்தி,மைக்ரோசாஃப்ட் வேர்ட் மென்பொருளை பயன்படுத்துகிறீர்களா? நீங்கள் கட்டாயம் தெரிந்து கொள்ள வேண்டிய செய்தி இது.
https://www.bbc.com/tamil/india-41176411,13 வயது சிறுமியின் 32 வார கருவை கலைக்க உச்ச நீதிமன்றம் அனுமதி,மும்பையில் பாலியல் வல்லுறவுக்கு ஆளான 13 வயது சிறுமியின் 32 வார கருவை கலைக்க உச்ச நீதிமன்றம் அனுமதி அளித்துள்ளது.
https://www.bbc.com/tamil/india-44319030,ஸ்டெர்லைட் மூடல்: அதிகரிக்கும் தாமிர தேவையை சமாளிக்க என்ன வழி?,"தூத்துக்குடியில் நடைபெற்ற ஸ்டெர்லைட் ஆலைக்கு எதிரான போராட்டத்தை தொடர்ந்து, விதிகளை மீறி சுற்றுச்சூழலை மாசுபடுத்தியதாக அந்த ஆலையை நிரந்தரமாக மூடி உத்தரவிட்டுள்ளது தமிழக அரசு."
https://www.bbc.com/tamil/global-50360437,குழந்தையின் விநோத நோயால் கைவிட்ட பெற்றோர்; உதவ முன்வரும் முகம் தெரியாதவர்கள்,"விநோதமான தோல் பாதிப்புள்ள, நேரடி சூரிய வெளிச்சத்தில் காட்டாமல் வைக்கப்பட வேண்டிய நிலையில் உள்ள குழந்தை, டூரின் நகரில் உள்ள ஒரு மருத்துவமனையில் ஆதரவின்றி கைவிடப்பட்டுள்ளது என்று இத்தாலி ஊடகங்கள் தெரிவித்துள்ளன."
https://www.bbc.com/tamil/global-46772833,சீனா: மக்கள் தொகை உயர்வு கண்டு வீழ்ச்சி அடையும் - எச்சரிக்கும் ஆய்வு,"2029ஆம் ஆண்டில், சீனாவின் மக்கள்தொகை 1.44 பில்லியன் வரை எட்டுமென்றும்; அதன்பிறகு, தடுக்கமுடியாத சரிவை சந்திக்கும் என்று அரசு அறிக்கை தெரிவிக்கிறது."
https://www.bbc.com/tamil/arts-and-culture-51095084,Oscars 2020: ஜோக்கர் திரைப்படம் 11 பிரிவுகளில் பரிந்துரை,இந்த வருடம் அகாடமி விருதுகளுக்கு பரிந்துரைக்கப்பட்ட திரைப்படங்களின் பட்டியல் வெளியாகியுள்ளது; அதில் ஜோக்கர் திரைப்படம் 11 பிரிவுகளில் பரிந்துரை செய்யப்பட்டுள்ளது.
https://www.bbc.com/tamil/global-40442113,டிரம்ப் பயணத்தடை: 6 முஸ்லிம் நாட்டினர் விசா பெற புதிய விதிகள்,"பெரும்பாலும் முஸ்லிம்கள் வாழ்கின்ற 6 நாடுகளின் பிரஜைகளுக்கும், அகதிகளுக்கும் புதிய விசா வரையறையை வெள்ளை மாளிகை வெளியிட்டுள்ளது."
https://www.bbc.com/tamil/india-41317219,திருமுருகன் காந்தி மீதான குண்டர் தடுப்பு சட்ட நடவடிக்கை ரத்து,மே 17 இயக்கத்தின் ஒருங்கிணைப்பாளர் திருமுருகன் காந்தி உள்ளிட்ட நால்வர் மீதான குண்டர்கள் தடுப்பு சட்ட நடவடிக்கை ரத்து செய்யப்பட்டுள்ளது.
https://www.bbc.com/tamil/sri-lanka-48975548,“காணாமல் ஆக்கப்பட்ட எங்கள் உறவுகள் எங்கே?” - இலங்கையில் மீண்டும் போராட்டம்,"இலங்கை வடக்கு மற்றும் கிழக்கு மாகாணங்களில் காணாமல் ஆக்கப்பட்ட தமிழ் மக்களின் உறவினர்கள், இன்று மட்டக்களப்பு காந்தி பூங்கா முன்பாக கவன ஈர்ப்பு போராட்டத்தில் ஈடுபட்டனர்."
https://www.bbc.com/tamil/india-39925006,பாலியல் வல்லுறவால் 10 வயது சிறுமி கர்ப்பம் : கருக்கலைப்பு செய்ய நீதிமன்றம் அனுமதி?,பாலியல் வல்லுறவால் பாதிக்கப்பட்ட ஒரு 10 வயது சிறுமிக்கு கருக்கலைப்பு செய்ய அனுமதிக்கப்படுமா என்பது குறித்து முடிவெடுக்க இந்தியாவில் மருத்துவர்கள் குழுவொன்று சந்தித்து ஆலேசனை நடத்துகிறது.
https://www.bbc.com/tamil/india-51496132,கும்பகோணத்திலிருந்து லண்டனுக்குச் சென்ற திருமங்கையாழ்வார் சிலை - நடந்தது என்ன?,"1950களில் கும்பகோணத்தில் ஒரு கோயிலில் இருந்த திருமங்கையாழ்வாரின் உலோகச் சிலை ஒன்று, லண்டனில் உள்ள அருங்காட்சியகத்தில் இருப்பதாக சிலை கடத்தல் தடுப்புப் பிரிவு தெரிவித்திருக்கிறது. அதை மீட்பதற்கான முயற்சிகள் துவங்கியிருக்கின்றன."
https://www.bbc.com/tamil/india-41068606,ஹரியானா சாமியாருக்கு தண்டனை இன்று அறிவிப்பு: 7 முன்னெச்சரிக்கை நடவடிக்கைகள்,"பாலியல் வல்லுறவு வழக்கில் ""தேரா சச்சா செளதா"" அமைப்பின் தலைவர் குர்மீத் ராம் ரஹீம் சிங் குற்றவாளி என சிபிஐ. நீதிமன்றத்தால் தீர்ப்பு அளிக்கப்பட்ட நிலையில், அவருக்கான தண்டனை விவரங்கள் இன்று (திங்கள்கிழமை) அறிவிக்கப்பட உள்ளது."
https://www.bbc.com/tamil/global-54484313,உலகில் உள்ள கடல்கள் எல்லாம் காணாமல் போனால் என்னவாகும்?,இந்த உலகில் உள்ள கடல்கள் எல்லாம் காணாமல் போனால் அல்லது இல்லாமல் போனால் என்னாகும் என்று யோசித்து இருக்கிறீர்களா?
https://www.bbc.com/tamil/india-42490477,"இந்தியா அடிமையாக இருந்தது 150 ஆண்டுகளா, 1200 ஆண்டுகளா?","அண்மை நாட்களில் சரித்திரம் குறித்த கருத்து வேறுபாடுகளும், வாத விவாதங்களும் பரவலாகி இருப்பதைப் பார்க்கமுடிகிறது. இந்தப் போக்கு காலம் காலமாக தொடர்வதுதான்."
